0 18
60 30 13
60 30 1
60 30 07
60 30 03
60 30
60 29,96
60 29,93
60 29,89
60 29,86
60 29,83
60 29,79
60 29,76
60 29,72
60 29,69
60 29,65
60 29,62
60 29,58
60 29,55
60 29,51
60 29,48
60 29,44
60 29,41
60 29,37
60 29,34
60 29,3
60 29,27
60 29,23
60 29,19
60 29,16
60 29,12
60 29,09
60 29,05
60 29,02
60 28,98
60 28,95
60 28,91
60 28,87
60 28,84
60 28,8
60 28,77
60 28,73
60 28,69
60 28,66
60 28,62
60 28,58
60 28,55
60 28,51
60 28,47
60 28,44
60 28,4
60 28,36
60 28,33
60 28,29
60 28,25
60 28,22
60 28,18
60 28,14
60 28,11
60 28,07
60 28,03
60 28
60 27,96
60 27,92
60 27,88
60 27,85
60 27,81
60 27,77
60 27,74
60 27,7
60 27,66
60 27,62
60 27,59
60 27,55
60 27,51
60 27,47
60 27,43
60 27,4
60 27,36
60 27,32
60 27,28
60 27,24
60 27,21
60 27,17
60 27,13
60 27,09
60 27,05
60 27,02
60 26,98
60 26,94
60 26,9
60 26,86
60 26,82
60 26,79
60 26,75
60 26,71
60 26,67
60 26,63
60 26,59
60 26,55
60 26,52
60 26,48
60 26,44
60 26,4
60 26,36
60 26,32
60 26,28
60 26,24
60 26,2
60 26,16
60 26,13
60 26,09
60 26,05
60 26,01
60 25,97
60 25,93
60 25,89
60 25,85
60 25,81
60 25,77
60 25,73
60 25,69
60 25,65
60 25,61
60 25,57
60 25,53
60 25,49
60 25,45
60 25,42
60 25,38
60 25,34
60 25,3
60 25,26
60 25,22
60 25,18
60 25,14
60 25,1
60 25,06
60 25,02
60 24,98
60 24,94
60 24,89
60 24,85
60 24,81
60 24,77
60 24,73
60 24,69
60 24,65
60 24,61
60 24,57
60 24,53
60 24,49
60 24,45
60 24,41
60 24,37
60 24,33
60 24,29
60 24,25
60 24,21
60 24,17
60 24,13
60 24,08
60 24,04
60 24
60 23,96
60 23,92
60 23,88
60 23,84
60 23,8
60 23,76
60 23,72
60 23,67
60 23,63
60 23,59
60 23,55
60 23,51
60 23,47
60 23,43
60 23,39
60 23,35
60 23,3
60 23,26
60 23,22
60 23,18
60 23,14
60 23,1
60 23,06
60 23,01
60 22,97
60 22,93
60 22,89
60 22,85
60 22,81
60 22,76
60 22,72
60 22,68
60 22,64
60 22,6
60 22,56
60 22,51
60 22,47
60 22,43
60 22,39
60 22,35
60 22,31
60 22,26
60 22,22
60 22,18
60 22,14
60 22,1
60 22,05
60 22,01
60 21,97
60 21,93
60 21,89
60 21,84
60 21,8
60 21,76
60 21,72
60 21,68
60 21,63
60 21,59
60 21,55
60 21,51
60 21,47
60 21,42
60 21,38
60 21,34
60 21,3
60 21,25
60 21,21
60 21,17
60 21,13
60 21,08
60 21,04
60 21
60 20 96
60 20 92
60 20 87
60 20 83
60 20 79
60 20 75
60 20 7
60 20 66
60 20 62
60 20 58
60 20 53
60 20 49
60 20 45
60 20 41
60 20 36
60 20 32
60 20 28
60 20 24
60 20 19
60 20 15
60 20 11
60 20 06
60 20 02
60 19,98
60 19,94
60 19,89
60 19,85
60 19,81
60 19,77
60 19,72
60 19,68
60 19,64
60 19,6
60 19,55
60 19,51
60 19,47
60 19,42
60 19,38
60 19,34
60 19,3
60 19,25
60 19,21
60 19,17
